intent,utterance,expected_action,forbidden_action,priority
name_clarification_question,自分の名前でいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,自分の名前なんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,自分の名前ってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,自分の名前って意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,自分の名前で合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,自分の名前いる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,自分の名前必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,自分の名前言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,自分の名前だけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,自分の名前でええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,自分の名前でよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,自分の名前でよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,僕の名字？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,僕の名字ですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,僕の名字でいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,僕の名字でいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,僕の名字なんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,僕の名字ってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,僕の名字って意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,僕の名字で合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,僕の名字いる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,僕の名字必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,僕の名字言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,僕の名字だけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,僕の名字でええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,僕の名字でよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,僕の名字でよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,俺の名字？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,俺の名字ですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,俺の名字でいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,俺の名字でいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,俺の名字なんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,俺の名字ってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,俺の名字って意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,俺の名字で合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,俺の名字いる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,俺の名字必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,俺の名字言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,俺の名字だけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,俺の名字でええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,俺の名字でよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,俺の名字でよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,下の名前もいる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,下の名前もいるですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,下の名前もいるでいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,下の名前もいるでいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,下の名前もいるなんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,下の名前もいるってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,下の名前もいるって意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,下の名前もいるで合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,下の名前もいるいる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,下の名前もいる必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,下の名前もいる言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,下の名前もいるだけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,下の名前もいるでええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,下の名前もいるでよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,下の名前もいるでよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,フルネームいる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,フルネームいるですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,フルネームいるでいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,フルネームいるでいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,フルネームいるなんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,フルネームいるってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,フルネームいるって意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,フルネームいるで合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,フルネームいるいる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,フルネームいる必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,フルネームいる言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,フルネームいるだけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,フルネームいるでええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,フルネームいるでよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,フルネームいるでよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,本名いる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,本名いるですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,本名いるでいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,本名いるでいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,本名いるなんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,本名いるってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,本名いるって意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,本名いるで合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,本名いるいる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,本名いる必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,本名いる言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,本名いるだけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,本名いるでええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,本名いるでよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,本名いるでよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,偽名でもいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,偽名でもいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,偽名でもいいでいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,偽名でもいいでいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,偽名でもいいなんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,偽名でもいいってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,偽名でもいいって意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,偽名でもいいで合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,偽名でもいいいる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,偽名でもいい必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,偽名でもいい言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,偽名でもいいだけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,偽名でもいいでええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,偽名でもいいでよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,偽名でもいいでよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前ってどっち？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前ってどっちですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前ってどっちでいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前ってどっちでいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前ってどっちなんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前ってどっちってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前ってどっちって意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前ってどっちで合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前ってどっちいる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前ってどっち必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前ってどっち言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前ってどっちだけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前ってどっちでええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前ってどっちでよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前ってどっちでよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,セラピストの名前？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,セラピストの名前ですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,セラピストの名前でいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,セラピストの名前でいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,セラピストの名前なんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,セラピストの名前ってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,セラピストの名前って意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,セラピストの名前で合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,セラピストの名前いる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,セラピストの名前必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,セラピストの名前言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,セラピストの名前だけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,セラピストの名前でええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,セラピストの名前でよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,セラピストの名前でよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,女の子の名前？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,女の子の名前ですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,女の子の名前でいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,女の子の名前でいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,女の子の名前なんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,女の子の名前ってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,女の子の名前って意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,女の子の名前で合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,女の子の名前いる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,女の子の名前必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,女の子の名前言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,女の子の名前だけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,女の子の名前でええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,女の子の名前でよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,女の子の名前でよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,指名の名前？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,指名の名前でいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,指名の名前でいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,指名の名前なんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,指名の名前ってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,指名の名前って意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,指名の名前で合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,指名の名前いる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,指名の名前必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,指名の名前言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,指名の名前だけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,指名の名前でええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,指名の名前でよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,指名の名前でよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,誰の名前？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,誰の名前ですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,誰の名前でいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,誰の名前でいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,誰の名前なんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,誰の名前ってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,誰の名前って意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,誰の名前で合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,誰の名前いる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,誰の名前必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,誰の名前言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,誰の名前だけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,誰の名前でええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,誰の名前でよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,誰の名前でよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,何の名前？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,何の名前ですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,何の名前でいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,何の名前でいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,何の名前なんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,何の名前ってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,何の名前って意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,何の名前で合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,何の名前いる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,何の名前必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,何の名前言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,何の名前だけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,何の名前でええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,何の名前でよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,何の名前でよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って何？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って何ですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って何でいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って何でいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って何なんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って何ってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って何って意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って何で合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って何いる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って何必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って何言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って何だけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って何でええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って何でよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前って何でよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,苗字だけでいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,苗字だけでいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,苗字だけでいいでいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,苗字だけでいいでいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,苗字だけでいいなんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,苗字だけでいいってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,苗字だけでいいって意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,苗字だけでいいで合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,苗字だけでいいいる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,苗字だけでいい必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,苗字だけでいい言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,苗字だけでいいだけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,苗字だけでいいでええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,苗字だけでいいでよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,苗字だけでいいでよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名字だけでいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名字だけでいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名字だけでいいでいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名字だけでいいでいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名字だけでいいなんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名字だけでいいってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名字だけでいいって意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名字だけでいいで合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名字だけでいいいる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名字だけでいい必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名字だけでいい言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名字だけでいいだけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名字だけでいいでええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名字だけでいいでよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名字だけでいいでよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前言うの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前言うのですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前言うのでいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前言うのでいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前言うのなんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前言うのってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前言うのって意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前言うので合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前言うのいる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前言うの必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前言うの言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前言うのだけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前言うのでええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前言うのでよか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,名前言うのでよかですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,あの 名前って僕の名前？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,あの 名前って僕の名前ですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,あの 名前って僕の名前でいいの？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,あの 名前って僕の名前でいいですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,あの 名前って僕の名前なんですか？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,あの 名前って僕の名前ってこと？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,あの 名前って僕の名前って意味？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,あの 名前って僕の名前で合ってる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,あの 名前って僕の名前いる？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,あの 名前って僕の名前必要？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,あの 名前って僕の名前言えばいい？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,あの 名前って僕の名前だけ？,説明して再度名前を聞く,customer_nameへ保存しない,90
name_clarification_question,あの 名前って僕の名前でええの？,説明して再度名前を聞く,customer_nameへ保存しない,90
recommendation_question,誰がおすすめ？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,人気の子いる？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,初めてなら誰がいい？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,おすすめの子います？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,誰が人気ですか？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,フリーなら誰になります？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,おまかせなら誰がいい？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,かわいい子いる？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,話しやすい子います？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,評判いい子いる？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,誰がおすすめいます？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,誰がおすすめいる？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,誰がおすすめですか？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,誰がおすすめおる？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,誰がおすすめおるかな？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,誰がおすすめ教えて,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,誰がおすすめ教えてください,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,誰がおすすめでお願いしたい,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,誰がおすすめかな,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,誰がおすすめやったら誰,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,誰がおすすめだと誰,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,誰がおすすめなら誰,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,誰がおすすめがいいかな,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,誰がおすすめがよか？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,誰がおすすめがええ？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,おすすめ誰？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,おすすめ誰います？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,おすすめ誰いる？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,おすすめ誰ですか？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,おすすめ誰おる？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,おすすめ誰おるかな？,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,おすすめ誰教えて,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,おすすめ誰教えてください,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,おすすめ誰でお願いしたい,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,おすすめ誰かな,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,おすすめ誰やったら誰,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,おすすめ誰だと誰,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,おすすめ誰なら誰,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
recommendation_question,おすすめ誰がいいかな,おすすめ案内後に希望日時を聞く,customer_nameへ保存しない,80
