intent,example
予約キャンセル,40分後の予約なんですけど行けないです
予約キャンセル,1時間後に入れてたやつキャンセルで
予約キャンセル,下4桁4404の予約キャンセルです
予約キャンセル,キャンセル料ありますか
予約キャンセル,前田で予約してる分キャンセルです
予約キャンセル,2時間後の予約なんですけど行けないです
予約キャンセル,夜の枠空けてください
予約キャンセル,ベテランの方の予約キャンセルできますか
予約キャンセル,今いいですか、体調悪いのでキャンセルします
予約キャンセル,日曜の予約をキャンセルしたい
予約キャンセル,あー、体調悪いのでキャンセルします
予約キャンセル,終電前の枠空けてください
予約キャンセル,今いいですか、時間間に合わないのでキャンセル
予約キャンセル,予約取り消しできますか
予約キャンセル,あー、予約取り消しできますか
予約キャンセル,週末に入れてたやつキャンセルで
予約キャンセル,60分で取った予約を取り消したい
予約キャンセル,鈴木です、今日無理です
予約キャンセル,えーとですね、体調悪いのでキャンセルします
予約キャンセル,ちょっと、急用が入りました
予約キャンセル,10分後の予約なんですけど行けないです
予約キャンセル,飲んでてすみません、すみませんキャンセルで
予約キャンセル,伊藤で予約してる分キャンセルです
予約キャンセル,さっき電話した者ですけど、予約キャンセルしたいです
予約キャンセル,すみません、体調悪いのでキャンセルします
予約キャンセル,もしもし、仕事が伸びました
予約キャンセル,070の番号の予約キャンセルです
予約キャンセル,今日行けんくなった
予約キャンセル,田中です、今日無理です
予約キャンセル,悪いんだけど、急用が入りました
予約キャンセル,予約消してもらえる？
予約キャンセル,ちょっと酔ってるんだけど、仕事が伸びました
予約キャンセル,飲んでてすみません、予約キャンセルしたいです
予約キャンセル,キャンセルの確認お願いします
予約キャンセル,急でごめん、予約キャンセルしたいです
予約キャンセル,えっと、すみませんキャンセルで
予約キャンセル,101の部屋の予約キャンセルです
予約キャンセル,悪いんだけど、時間間に合わないのでキャンセル
予約キャンセル,22時前に入れてたやつキャンセルで
予約キャンセル,美咲さんの予約キャンセルできますか
予約キャンセル,小林で予約してる分キャンセルです
予約キャンセル,初めてなんですけど、今日行けなくなりました
予約キャンセル,あの、急用が入りました
予約キャンセル,深夜に入れてたやつキャンセルで
予約キャンセル,15分後の予約なんですけど行けないです
時間確認,すみません、何時から空いてますか？
時間確認,20時より早く入れますか
時間確認,時間忘れました
時間確認,21時くらいまでやってますか
時間確認,今日予約で合ってます？
時間確認,もしもし、何時から空いてますか？
時間確認,仕事終わりなんですけど、何時までやってます？
時間確認,えーとですね、今日の予約何時ですか
時間確認,前にも行ったんですけど、何時から空いてますか？
時間確認,少し後に着いたら間に合います？
時間確認,初めてなんですけど、今日の予約何時ですか
時間確認,40分後に着いたら間に合います？
時間確認,もしもし、何分前に行けばいい？
時間確認,何時から空いてますか？
時間確認,出先なんですけど、最終受付は何時ですか
時間確認,このあと予約で合ってます？
時間確認,今晩より早く入れますか
時間確認,終電前より早く入れますか
時間確認,仕事終わりなんですけど、最終受付は何時ですか
時間確認,えっと、営業時間教えてください
時間確認,日曜までやってますか
時間確認,120分だと何時に終わりますか
時間確認,明日の夜までやってますか
時間確認,最終受付は何時ですか
時間確認,週末開始なら何分前に行けばいい？
時間確認,夕方から入れますか
時間確認,明日の昼までやってますか
時間確認,21時くらい予約で合ってます？
時間確認,20時予約で合ってます？
時間確認,平日の夜から入れますか
時間確認,中村の予約時間を確認したい
時間確認,ベテランの方の空き時間教えて
時間確認,出先なんですけど、今日の予約何時ですか
時間確認,明日の昼より早く入れますか
時間確認,出先なんですけど、何時から空いてますか？
時間確認,夕方までやってますか
時間確認,15分後に着いたら間に合います？
時間確認,大盛りの予約時間を確認したい
時間確認,急でごめん、最終受付は何時ですか
時間確認,夜開始なら何分前に行けばいい？
時間確認,悪いんだけど、何時から空いてますか？
時間確認,1時間後に着いたら間に合います？
時間確認,あー、何時までやってます？
時間確認,コース時間は何分？
時間確認,あの、今日の予約何時ですか
時間確認,悪いんだけど、何時までやってます？
時間確認,ラストは何時ですか
時間確認,19時より早く入れますか
時間確認,20時でしたっけ21時でしたっけ
時間確認,電波悪いかもですけど、何時までやってます？
時間確認,もしもし、予約時間何時でしたっけ
時間確認,えーとですね、営業時間教えてください
時間確認,日曜より早く入れますか
時間確認,ちょっと酔ってるんだけど、何時までやってます？
時間確認,今いいですか、何時から空いてますか？
時間確認,仕事終わりより早く入れますか
時間確認,出先なんですけど、予約時間何時でしたっけ
時間確認,短いやつだと何時に終わりますか
時間確認,電波悪いかもですけど、営業時間教えてください
時間確認,急でごめん、予約時間何時でしたっけ
時間確認,遅れたらどうなります？
時間確認,前にも行ったんですけど、今日の予約何時ですか
時間確認,夕方より早く入れますか
時間確認,60分だと何時に終わりますか
時間確認,ちょっと、今日の予約何時ですか
時間確認,10分後に着いたら間に合います？
時間確認,電波悪いかもですけど、今日の予約何時ですか
時間確認,ちょっと酔ってるんだけど、何時から空いてますか？
時間確認,ロングだと何時に終わりますか
時間確認,明日の昼開始なら何分前に行けばいい？
時間確認,急でごめん、今日の予約何時ですか
時間確認,仕事終わりなんですけど、営業時間教えてください
時間確認,1時間後開始なら何分前に行けばいい？
時間確認,今いいですか、営業時間教えてください
時間確認,21時くらい開始なら何分前に行けばいい？
時間確認,前にも行ったんですけど、営業時間教えてください
時間確認,60分は実際何分ですか
時間確認,葵さんの空き時間教えて
時間確認,終電前予約で合ってます？
時間確認,えっと、何時から空いてますか？
時間確認,ロングは実際何分ですか
時間確認,えっと、今日の予約何時ですか
時間確認,19時から入れますか
時間確認,前田の予約時間を確認したい
時間確認,田中の予約時間を確認したい
時間確認,すみません、何分前に行けばいい？
時間確認,夕方予約で合ってます？
時間確認,さっき電話した者ですけど、予約時間何時でしたっけ
時間確認,今日までやってますか
時間確認,初めてなんですけど、最終受付は何時ですか
時間確認,仕事終わり開始なら何分前に行けばいい？
時間確認,玲奈さんの空き時間教えて
時間確認,22時前までやってますか
時間確認,到着時間どれくらいでいい？
時間確認,今日より早く入れますか
時間確認,今からから入れますか
時間確認,夜までやってますか
時間確認,今いいですか、今日の予約何時ですか
時間確認,何時からいけるん？
時間確認,深夜から入れますか
時間確認,今からより早く入れますか
時間確認,夜より早く入れますか
時間確認,初めてなんですけど、営業時間教えてください
時間確認,何分前に行けばええ？
時間確認,20分後に着いたら間に合います？
時間確認,明日の夜より早く入れますか
時間確認,ちょっと、予約時間何時でしたっけ
時間確認,えーとですね、何時までやってます？
時間確認,新人さんの空き時間教えて
時間確認,ちょっと、何時から空いてますか？
時間確認,短いやつは実際何分ですか
時間確認,飲んでてすみません、何時までやってます？
時間確認,ちょっと、最終受付は何時ですか
時間確認,平日の夜予約で合ってます？
時間確認,今いいですか、最終受付は何時ですか
時間確認,あー、営業時間教えてください
時間確認,23時予約で合ってます？
時間確認,予約時間何時でしたっけ
時間確認,あの、何時から空いてますか？
時間確認,20時から入れますか
時間確認,一番安いやつは実際何分ですか
時間確認,えっと、最終受付は何時ですか
時間確認,19時までやってますか
時間確認,おすすめのコースは実際何分ですか
時間確認,今から予約で合ってます？
時間確認,19時予約で合ってます？
時間確認,平日の夜より早く入れますか
時間確認,受付時間だけ聞きたい
時間確認,90分だと何時に終わりますか
時間確認,仕事終わりなんですけど、何時から空いてますか？
時間確認,夕方開始なら何分前に行けばいい？
時間確認,時間ぴったりでいい？
時間確認,電波悪いかもですけど、最終受付は何時ですか
時間確認,高橋の予約時間を確認したい
時間確認,今晩までやってますか
時間確認,日曜予約で合ってます？
時間確認,初めてなんですけど、何時から空いてますか？
時間確認,初回コースだと何時に終わりますか
時間確認,悪いんだけど、今日の予約何時ですか
時間確認,今からまでやってますか
時間確認,えーとですね、最終受付は何時ですか
時間確認,一番安いやつだと何時に終わりますか
時間確認,前にも行ったんですけど、何時までやってます？
時間確認,22時前予約で合ってます？
時間確認,仕事終わりなんですけど、予約時間何時でしたっけ
時間確認,今から開始なら何分前に行けばいい？
時間確認,飲んでてすみません、最終受付は何時ですか
時間確認,今日いる子の空き時間教えて
時間確認,90分は実際何分ですか
時間確認,1時間後より早く入れますか
時間確認,23時から入れますか
時間確認,1時間後までやってますか
時間確認,日曜開始なら何分前に行けばいい？
時間確認,深夜より早く入れますか
時間確認,話しやすい人の空き時間教えて
時間確認,仕事終わりなんですけど、今日の予約何時ですか
時間確認,明日の昼予約で合ってます？
時間確認,スタンダードは実際何分ですか
時間確認,悪いんだけど、最終受付は何時ですか
時間確認,日曜から入れますか
時間確認,すいません、営業時間教えてください
時間確認,スタンダードだと何時に終わりますか
時間確認,すみません、予約時間何時でしたっけ
時間確認,最終何時なん？
時間確認,あの、最終受付は何時ですか
時間確認,えっと、予約時間何時でしたっけ
時間確認,飲んでてすみません、予約時間何時でしたっけ
時間確認,すいません、今日の予約何時ですか
時間確認,仕事終わりから入れますか
時間確認,ちょっと酔ってるんだけど、予約時間何時でしたっけ
時間確認,21時くらいから入れますか
時間確認,22時前開始なら何分前に行けばいい？
時間確認,平日の夜開始なら何分前に行けばいい？
時間確認,あー、今日の予約何時ですか
時間確認,おすすめのコースだと何時に終わりますか
時間確認,22時前から入れますか
時間確認,何時までやっとる？
時間確認,営業時間教えてください
時間確認,2時間後に着いたら間に合います？
時間確認,すいません、何時までやってます？
時間確認,お兄さん、最終受付は何時ですか
時間確認,30分後に着いたら間に合います？
時間確認,何時までやってます？
時間確認,明日の夜予約で合ってます？
時間確認,入店時間確認したい
時間確認,あー、何時から空いてますか？
時間確認,お兄さん、予約時間何時でしたっけ
時間確認,悪いんだけど、営業時間教えてください
時間確認,終了時間は何時ですか
時間確認,週末までやってますか
時間確認,えーとですね、予約時間何時でしたっけ
時間確認,さっき電話した者ですけど、何時から空いてますか？
時間確認,さっき電話した者ですけど、何時までやってます？
時間確認,えっと、何時までやってます？
時間確認,22時前より早く入れますか
時間確認,今晩開始なら何分前に行けばいい？
時間確認,もしもし、今日の予約何時ですか
時間確認,kanaさんの空き時間教えて
時間確認,鈴木の予約時間を確認したい
時間確認,明日の夜開始なら何分前に行けばいい？
時間確認,明日の夜から入れますか
時間確認,23時までやってますか
時間確認,何分前に行けばいい？
時間確認,普通のコースだと何時に終わりますか
時間確認,1時間後予約で合ってます？
時間確認,伊藤の予約時間を確認したい
時間確認,終電前までやってますか
時間確認,お兄さん、営業時間教えてください
時間確認,終電前開始なら何分前に行けばいい？
時間確認,すみません、営業時間教えてください
時間確認,ちょっと、営業時間教えてください
時間確認,今日の予約何時ですか
時間確認,あの、何分前に行けばいい？
時間確認,すいません、予約時間何時でしたっけ
時間確認,仕事終わり予約で合ってます？
時間確認,今日から入れますか
時間確認,普通のコースは実際何分ですか
時間確認,電波悪いかもですけど、予約時間何時でしたっけ
時間確認,あの、営業時間教えてください
時間確認,すみません、今日の予約何時ですか
時間確認,飲んでてすみません、何時から空いてますか？
時間確認,あの、何時までやってます？
時間確認,佐藤の予約時間を確認したい
時間確認,20時開始なら何分前に行けばいい？
時間確認,さっき電話した者ですけど、今日の予約何時ですか
時間確認,1時間後から入れますか
時間確認,このあとから入れますか
時間確認,さっき電話した者ですけど、最終受付は何時ですか
時間確認,急でごめん、営業時間教えてください
時間確認,週末予約で合ってます？
時間確認,20時までやってますか
時間確認,飲んでてすみません、営業時間教えてください
時間確認,深夜予約で合ってます？
時間確認,すいません、何分前に行けばいい？
時間確認,急でごめん、何時から空いてますか？
時間確認,21時くらいより早く入れますか
時間確認,初めてなんですけど、何時までやってます？
時間確認,酔ってて時間メモしてなくて
時間確認,23時より早く入れますか
時間確認,今晩予約で合ってます？
時間確認,19時開始なら何分前に行けばいい？
時間確認,初回コースは実際何分ですか
時間確認,えっと、何分前に行けばいい？
時間確認,もしもし、営業時間教えてください
時間確認,仕事終わりまでやってますか
時間確認,あー、予約時間何時でしたっけ
時間確認,ちょっと酔ってるんだけど、今日の予約何時ですか
時間確認,深夜もやってます？
時間確認,電波悪いかもですけど、何時から空いてますか？
時間確認,すみません、何時までやってます？
時間確認,今晩から入れますか
時間確認,お兄さん、何時までやってます？
時間確認,夜予約で合ってます？
時間確認,終電までに終わります？
時間確認,急でごめん、何時までやってます？
時間確認,明日の昼から入れますか
時間確認,今日開始なら何分前に行けばいい？
時間確認,すいません、最終受付は何時ですか
時間確認,今からだと何時開始？
時間確認,出先なんですけど、何時までやってます？
時間確認,えーとですね、何時から空いてますか？
時間確認,小林の予約時間を確認したい
時間確認,ちょっと酔ってるんだけど、営業時間教えてください
時間確認,山田の予約時間を確認したい
時間確認,もしもし、最終受付は何時ですか
時間確認,前にも行ったんですけど、予約時間何時でしたっけ
時間確認,お兄さん、何時から空いてますか？
時間確認,すいません、何時から空いてますか？
時間確認,週末より早く入れますか
時間確認,明日は何時から？
時間確認,前に入った子の空き時間教えて
時間確認,あー、最終受付は何時ですか
時間確認,平日の夜までやってますか
時間確認,初めてなんですけど、予約時間何時でしたっけ
時間確認,夜から入れますか
時間確認,時間何時やった？
時間確認,落ち着いた人の空き時間教えて
時間確認,終電前から入れますか
時間確認,23時開始なら何分前に行けばいい？
時間確認,あの、予約時間何時でしたっけ
時間確認,ちょっと酔ってるんだけど、最終受付は何時ですか
時間確認,さっき電話した者ですけど、営業時間教えてください
時間確認,このあとより早く入れますか
時間確認,お兄さん、今日の予約何時ですか
時間確認,美咲さんの空き時間教えて
時間確認,週末から入れますか
時間確認,深夜までやってますか
時間確認,120分は実際何分ですか
時間確認,このあとまでやってますか
時間確認,前にも行ったんですけど、最終受付は何時ですか
時間確認,深夜開始なら何分前に行けばいい？
時間確認,今いいですか、何時までやってます？
時間確認,このあと開始なら何分前に行けばいい？
時間確認,出先なんですけど、営業時間教えてください
時間確認,ちょっと、何時までやってます？
時間確認,今いいですか、予約時間何時でしたっけ
時間確認,もしもし、何時までやってます？
時間確認,悪いんだけど、予約時間何時でしたっけ
時間確認,すみません、最終受付は何時ですか
時間確認,飲んでてすみません、今日の予約何時ですか
コース確認,急でごめん、ロングコースあります？
コース確認,さっき電話した者ですけど、ロングコースあります？
コース確認,夕方に入るならどのコースがいい？
コース確認,あー、短いコースありますか
コース確認,ロングの内容教えて
コース確認,初めてで一番安いやつは長いですか
コース確認,あー、コース内容教えてください
コース確認,仕事終わりなんですけど、初回おすすめコースあります？
コース確認,えっと、初回おすすめコースあります？
コース確認,ちょっと酔ってるんだけど、短いコースありますか
コース確認,ちょっと、初回おすすめコースあります？
コース確認,話しやすい人ならどのコースおすすめ？
コース確認,コース表ありますか
コース確認,えっと、一番人気のコースは？
コース確認,90分ってどんな感じ？
コース確認,120分で予約して後から変えられます？
コース確認,どんなコースがありますか
コース確認,出先なんですけど、コース内容教えてください
コース確認,電波悪いかもですけど、ロングコースあります？
コース確認,ちょっと、ロングコースあります？
コース確認,悪いんだけど、短いコースありますか
コース確認,あー、90分コースって何ですか
コース確認,途中で延長できます？
コース確認,悪いんだけど、ロングコースあります？
コース確認,すみません、ロングコースあります？
コース確認,ロングと短いコースの違いは？
コース確認,ちょっと、短いコースありますか
コース確認,内容だけ確認したい
コース確認,どれがええん？
コース確認,落ち着いた人ならどのコースおすすめ？
コース確認,電波悪いかもですけど、90分コースって何ですか
コース確認,あの、短いコースありますか
コース確認,すみません、一番人気のコースは？
コース確認,もしもし、コースの違いを聞きたい
コース確認,初めてなんですけど、コースの違いを聞きたい
コース確認,急でごめん、コースの違いを聞きたい
コース確認,悪いんだけど、90分コースって何ですか
コース確認,前にも行ったんですけど、一番人気のコースは？
コース確認,さっき電話した者ですけど、短いコースありますか
コース確認,仕事終わりなんですけど、90分コースって何ですか
コース確認,60分の内容教えて
コース確認,えーとですね、一番人気のコースは？
コース確認,あの、ロングコースあります？
コース確認,もしもし、短いコースありますか
コース確認,初回コースって普通のやつですか
コース確認,ちょっと酔ってるんだけど、90分コースって何ですか
コース確認,お兄さん、コース内容教えてください
コース確認,スタンダードはいくらで何分ですか
コース確認,一番安いやつから延長できますか
コース確認,120分は長いですか
コース確認,明日の昼に入るならどのコースがいい？
コース確認,一番安いやつって普通のやつですか
コース確認,あー、ロングコースあります？
コース確認,えーとですね、コース内容教えてください
コース確認,お兄さん、一番人気のコースは？
コース確認,今いいですか、90分コースって何ですか
コース確認,90分と短いコースの違いは？
コース確認,おすすめのコースと90分の違いは？
コース確認,どれ選べばいいですか
コース確認,仕事終わりなんですけど、どんなコースがありますか
コース確認,すいません、一番人気のコースは？
コース確認,一番人気のコースは？
コース確認,ちょっと、どんなコースがありますか
コース確認,えっと、コース内容教えてください
コース確認,ちょっと、90分コースって何ですか
コース確認,お兄さん、初回おすすめコースあります？
コース確認,お兄さん、短いコースありますか
コース確認,初めてなんですけど、コース内容教えてください
コース確認,今いいですか、短いコースありますか
コース確認,電波悪いかもですけど、コース内容教えてください
コース確認,おすすめのコースで予約して後から変えられます？
コース確認,120分はいくらで何分ですか
コース確認,出先なんですけど、コースの違いを聞きたい
コース確認,ちょっと、一番人気のコースは？
コース確認,90分はいくらで何分ですか
コース確認,短いやつと60分の違いは？
コース確認,急でごめん、初回おすすめコースあります？
コース確認,初めてなんですけど、初回おすすめコースあります？
コース確認,初めてで120分は長いですか
コース確認,短いやつはいくらで何分ですか
コース確認,短いコースありますか
コース確認,電波悪いかもですけど、一番人気のコースは？
コース確認,延長できますか
コース確認,電波悪いかもですけど、初回おすすめコースあります？
コース確認,60分で予約して後から変えられます？
コース確認,さっき電話した者ですけど、コースの違いを聞きたい
コース確認,日曜に入るならどのコースがいい？
コース確認,19時に入るならどのコースがいい？
コース確認,90分の内容教えて
コース確認,ベテランの方ならどのコースおすすめ？
コース確認,60分って普通のやつですか
コース確認,急でごめん、どんなコースがありますか
コース確認,21時くらいに入るならどのコースがいい？
コース確認,1時間後に入るならどのコースがいい？
コース確認,今日いる子ならどのコースおすすめ？
コース確認,前にも行ったんですけど、ロングコースあります？
コース確認,えーとですね、90分コースって何ですか
コース確認,一番安いやつと60分の違いは？
コース確認,出先なんですけど、短いコースありますか
コース確認,コースよく分かんないです
コース確認,さっき電話した者ですけど、コース内容教えてください
コース確認,あの、一番人気のコースは？
コース確認,今から入るならどのコースがいい？
コース確認,初めてで90分は長いですか
コース確認,新人さんならどのコースおすすめ？
コース確認,電波悪いかもですけど、コースの違いを聞きたい
コース確認,初めてなんですけど、ロングコースあります？
コース確認,スタンダードで予約して後から変えられます？
コース確認,ちょっと、コースの違いを聞きたい
コース確認,普通は何分ですか
コース確認,飲んでてすみません、90分コースって何ですか
コース確認,えっと、どんなコースがありますか
コース確認,初めてなんですけど、一番人気のコースは？
コース確認,えーとですね、コースの違いを聞きたい
コース確認,仕事終わりなんですけど、一番人気のコースは？
コース確認,えっと、短いコースありますか
コース確認,もしもし、ロングコースあります？
コース確認,20時に入るならどのコースがいい？
コース確認,90分コースって何ですか
コース確認,美咲さんならどのコースおすすめ？
コース確認,コースの違いを聞きたい
コース確認,さっき電話した者ですけど、90分コースって何ですか
コース確認,飲んでてすみません、短いコースありますか
コース確認,電波悪いかもですけど、短いコースありますか
コース確認,あの、コースの違いを聞きたい
コース確認,仕事終わりなんですけど、短いコースありますか
コース確認,仕事終わりなんですけど、コースの違いを聞きたい
コース確認,もしもし、コース内容教えてください
コース確認,あの、コース内容教えてください
コース確認,前にも行ったんですけど、どんなコースがありますか
コース確認,もしもし、90分コースって何ですか
コース確認,えっと、ロングコースあります？
コース確認,スタンダードから延長できますか
コース確認,ロングコースあります？
コース確認,初めてなら何分がいい？
コース確認,23時に入るならどのコースがいい？
コース確認,90分って普通のやつですか
コース確認,初めてでロングは長いですか
コース確認,夜に入るならどのコースがいい？
コース確認,60分と120分の違いは？
コース確認,スタンダードと120分の違いは？
コース確認,コース変更できますか
コース確認,ちょっと、コース内容教えてください
コース確認,飲んでてすみません、一番人気のコースは？
コース確認,仕事終わりなんですけど、ロングコースあります？
コース確認,急でごめん、コース内容教えてください
コース確認,すみません、コース内容教えてください
コース確認,さっき電話した者ですけど、初回おすすめコースあります？
コース確認,仕事終わりに入るならどのコースがいい？
コース確認,普通のコースの内容教えて
コース確認,小林で前回使ったコース分かります？
コース確認,悪いんだけど、コースの違いを聞きたい
コース確認,初めてで初回コースは長いですか
コース確認,120分の内容教えて
コース確認,お兄さん、コースの違いを聞きたい
コース確認,今いいですか、コース内容教えてください
コース確認,ロングはいくらで何分ですか
コース確認,普通のコースで予約して後から変えられます？
コース確認,コース内容教えてください
コース確認,山田で前回使ったコース分かります？
コース確認,短いやつの内容教えて
コース確認,初めてで普通のコースは長いですか
コース確認,コース決めずに予約できます？
コース確認,もしもし、初回おすすめコースあります？
コース確認,あの、90分コースって何ですか
コース確認,コース何があるん？
コース確認,出先なんですけど、90分コースって何ですか
コース確認,すみません、90分コースって何ですか
コース確認,120分って普通のやつですか
コース確認,深夜に入るならどのコースがいい？
コース確認,今いいですか、初回おすすめコースあります？
コース確認,初回コースで予約して後から変えられます？
コース確認,スタンダードの内容教えて
コース確認,すみません、コースの違いを聞きたい
コース確認,短いやつから延長できますか
コース確認,今いいですか、コースの違いを聞きたい
コース確認,えーとですね、初回おすすめコースあります？
コース確認,お兄さん、どんなコースがありますか
コース確認,急でごめん、短いコースありますか
コース確認,えーとですね、ロングコースあります？
コース確認,普通のコースって普通のやつですか
コース確認,伊藤で前回使ったコース分かります？
コース確認,平日の夜に入るならどのコースがいい？
コース確認,初めてでおすすめのコースは長いですか
コース確認,えっと、コースの違いを聞きたい
コース確認,前にも行ったんですけど、コースの違いを聞きたい
コース確認,おすすめのコースって普通のやつですか
コース確認,普通のコースどれなん？
コース確認,すいません、コースの違いを聞きたい
コース確認,一番無難なやつで
コース確認,えーとですね、短いコースありますか
コース確認,あの、60分と90分の違いは？
コース確認,60分と90分の違いは？
コース確認,初回コースとロングの違いは？
コース確認,田中で前回使ったコース分かります？
コース確認,kanaさんならどのコースおすすめ？
コース確認,飲んでてすみません、どんなコースがありますか
コース確認,初回おすすめコースあります？
コース確認,急でごめん、90分コースって何ですか
コース確認,すみません、初回おすすめコースあります？
コース確認,120分から延長できますか
コース確認,終電前に入るならどのコースがいい？
コース確認,ちょっと酔ってるんだけど、どんなコースがありますか
コース確認,スタンダードって普通のやつですか
コース確認,初めてでスタンダードは長いですか
コース確認,高橋で前回使ったコース分かります？
コース確認,初回コースの内容教えて
コース確認,さっき電話した者ですけど、一番人気のコースは？
コース確認,一番安いやつはいくらで何分ですか
コース確認,ロングで予約して後から変えられます？
コース確認,初めてで60分は長いですか
コース確認,初回コースはいくらで何分ですか
コース確認,90分で予約して後から変えられます？
コース確認,えーとですね、どんなコースがありますか
コース確認,あー、初回おすすめコースあります？
コース確認,すいません、コース内容教えてください
コース確認,鈴木で前回使ったコース分かります？
コース確認,仕事終わりなんですけど、コース内容教えてください
コース確認,おすすめのコースから延長できますか
コース確認,飲んでてすみません、コース内容教えてください
コース確認,初めてなんですけど、短いコースありますか
コース確認,普通のコースと90分の違いは？
コース確認,出先なんですけど、どんなコースがありますか
コース確認,おすすめのコースはいくらで何分ですか
コース確認,大盛りで前回使ったコース分かります？
コース確認,お兄さん、90分コースって何ですか
コース確認,今いいですか、一番人気のコースは？
コース確認,おすすめのコースの内容教えて
コース確認,120分とロングの違いは？
コース確認,あの、初回おすすめコースあります？
コース確認,酔ってて説明聞いても忘れそう
コース確認,えっと、90分コースって何ですか
コース確認,普通のコースはいくらで何分ですか
コース確認,ちょっと酔ってるんだけど、コースの違いを聞きたい
コース確認,悪いんだけど、コース内容教えてください
コース確認,60分から延長できますか
コース確認,佐藤で前回使ったコース分かります？
コース確認,すいません、短いコースありますか
コース確認,ちょっと酔ってるんだけど、一番人気のコースは？
コース確認,今いいですか、ロングコースあります？
コース確認,初めてで短いやつは長いですか
コース確認,今いいですか、どんなコースがありますか
コース確認,あー、どんなコースがありますか
コース確認,短いやつで予約して後から変えられます？
コース確認,今日入るならどのコースがいい？
コース確認,急でごめん、一番人気のコースは？
コース確認,ちょっと酔ってるんだけど、ロングコースあります？
コース確認,すみません、どんなコースがありますか
コース確認,ロングから延長できますか
コース確認,もしもし、どんなコースがありますか
コース確認,あー、コースの違いを聞きたい
コース確認,ロングって普通のやつですか
コース確認,お兄さん、ロングコースあります？
コース確認,出先なんですけど、一番人気のコースは？
コース確認,普通のコースから延長できますか
コース確認,すいません、ロングコースあります？
コース確認,飲んでてすみません、コースの違いを聞きたい
コース確認,葵さんならどのコースおすすめ？
コース確認,明日の夜に入るならどのコースがいい？
コース確認,あー、一番人気のコースは？
コース確認,初めてやと何分がええ？
コース確認,前にも行ったんですけど、90分コースって何ですか
コース確認,このあと入るならどのコースがいい？
コース確認,すいません、初回おすすめコースあります？
コース確認,90分から延長できますか
コース確認,すいません、90分コースって何ですか
コース確認,60分はいくらで何分ですか
コース確認,前にも行ったんですけど、コース内容教えてください
コース確認,すいません、どんなコースがありますか
コース確認,前田で前回使ったコース分かります？
コース確認,前にも行ったんですけど、初回おすすめコースあります？
コース確認,短いやつって普通のやつですか
コース確認,悪いんだけど、どんなコースがありますか
コース確認,飲んでてすみません、ロングコースあります？
コース確認,あの、どんなコースがありますか
コース確認,飲んでてすみません、初回おすすめコースあります？
コース確認,22時前に入るならどのコースがいい？
コース確認,初めてなんですけど、90分コースって何ですか
コース確認,すみません、短いコースありますか
コース確認,初めてなんですけど、どんなコースがありますか
コース確認,さっき電話した者ですけど、どんなコースがありますか
コース確認,前にも行ったんですけど、短いコースありますか
コース確認,悪いんだけど、一番人気のコースは？
コース確認,スタンダードで大丈夫？
コース確認,電波悪いかもですけど、どんなコースがありますか
コース確認,一番安いやつで予約して後から変えられます？
コース確認,もしもし、一番人気のコースは？
コース確認,ちょっと酔ってるんだけど、コース内容教えてください
コース確認,悪いんだけど、初回おすすめコースあります？
コース確認,一番安いやつの内容教えて
コース確認,今晩入るならどのコースがいい？
コース確認,初回コースから延長できますか
コース確認,出先なんですけど、初回おすすめコースあります？
コース確認,玲奈さんならどのコースおすすめ？
コース確認,週末に入るならどのコースがいい？
コース確認,もしもし、60分と90分の違いは？
コース確認,前に入った子ならどのコースおすすめ？
コース確認,出先なんですけど、ロングコースあります？
コース確認,ちょっと酔ってるんだけど、初回おすすめコースあります？
コース確認,中村で前回使ったコース分かります？
指名予約,前に入った子は明日の昼空いてますか
指名予約,前にも行ったんですけど、指名なしから指名に変えたい
指名予約,仕事終わりなんですけど、玲奈さん指名できます？
指名予約,ちょっと、玲奈さん指名できます？
指名予約,ちょっと、指名で予約したいです
指名予約,前にも行ったんですけど、前回の子を指名したい
指名予約,前にも行ったんですけど、美咲さん空いてますか
指名予約,飲んでてすみません、玲奈さん指名できます？
指名予約,初めてなんですけど、前回の子を指名したい
指名予約,kanaさん指名料込みで予約したい
指名予約,お兄さん、指名料いくらですか
指名予約,葵さんでお願いします
指名予約,週末に落ち着いた人取れます？
指名予約,今日いる子は1時間後空いてますか
指名予約,すいません、指名料いくらですか
指名予約,新人さんでスタンダードお願いします
指名予約,えっと、玲奈さん指名できます？
指名予約,玲奈さんの本指名で
指名予約,初めてなんですけど、本指名できますか？
指名予約,今日いる子が無理なら近い人で
指名予約,玲奈さんは今から空いてますか
指名予約,ちょっと酔ってるんだけど、美咲さん空いてますか
指名予約,落ち着いた人指名で予約したい
指名予約,飲んでてすみません、指名なしから指名に変えたい
指名予約,えーとですね、美咲さん空いてますか
指名予約,新人さんの次の空き教えて
指名予約,えーとですね、本指名できますか？
指名予約,出先なんですけど、玲奈さん指名できます？
指名予約,えっと、指名で予約したいです
指名予約,話しやすい人は深夜空いてますか
指名予約,あー、美咲さん空いてますか
指名予約,フリーじゃなく指名で
指名予約,あの、指名で予約したいです
指名予約,えっと、美咲さん空いてますか
指名予約,本指名できますか？
指名予約,すいません、玲奈さん指名できます？
指名予約,ベテランの方指名で予約したい
指名予約,えーとですね、葵さんでお願いします
指名予約,23時に葵さん取れます？
指名予約,ベテランの方の次の空き教えて
指名予約,同じ人なら行きたい
